表示順,音声,時間,ID,索引,次候補
163,手洗いうがいしてね,4,1744,18,
164,テーブルの下にいるロビを見つけました,4,1644,,
165,天気の云い方を覚えよう,4,1687,,
166,ところがとつぜん強い風が吹いて,5,1561,19,
167,突然声をかけられた男はビックリ,5,1639,,
168,と泥棒は言いました,3,1652,,
169,飛び立ちます,2,1603,,
170,トリックオアトリート,4,1769,,
171,Ｎｉｃｅ　ｔｏ　ｍｅｅｔ　ｙｏｕ　ｔｏ　Ｑｂｏ,4,1700,20,
172,泣きそうなマリーをみて,3,1589,,
173,夏休みだねえ,3,1760,,
174,七草粥って食べ過ぎた胃にいいんだって,6,1766,,
175,何か運動しようよ,4,1750,,
176,何ができるか答えてね,4,1691,,
177,何ができるかな,3,1702,,
178,なにかにぶとかってロビはころがりました,5,1513,,
179,何を盗みに来たの？,3,1655,,
180,なんだかいつもと様子が違います,4,1623,,
181,なんども失敗します,3,1597,,
182,何の音だろう？,3,1634,,
183,西の魔女におねがいすることにしました,5,1579,21,
184,ニャーアン,3,1775,,
185,ねえねえ遊ぼうよ,4,1742,23,
186,ネジなくしちゃった,4,1694,,
187,の誕生日だね,4,1712,24,
188,はぁ,3,1449,25,
189,ハッピーニュウーイヤー,3,1767,,
190,８の字運転,4,1487,,
191,８の字運転するね,4,1489,,
192,ハナちゃんはどこ？,2,1624,,
193,速いぞー,4,1456,,
194,早く移動できていいかもな,4,1465,,
195,早く寝た方がいいよ,4,1721,,
196,暇だなあ,3,1714,26,
197,左回転するよ,3,1478,,
198,左に体重をかけると左に曲がるよ,6,1462,,
199,左に回るね,3,1477,,
200,ひどいやひどいや,3,1510,,
201,ほめられたロビは,2,1653,29,
202,前に体重をかけると前に進むよ,6,1459,30,
203,まかせて,2,1530,,
204,また会おうね,3,1607,,
205,まだかなあ,3,1723,,
206,豆まきしよう,3,1761,,
207,マリーが下で手をふっています,4,1606,,
208,マリーはいっしょうけんめいれんしゅうしました,5,1593,,
209,マリーはまだうまく風をあやつれなかったのです,6,1586,,
210,右回転するよ,3,1476,31,
211,右に体重をかけると右に曲がるよ,6,1461,,
212,右に回るね,3,1475,,
213,みてみてー,4,1451,,
214,みんなが帰ってくるまで,3,1630,,
215,みんなでやろう。いくよー,5,1448,,
216,みんなでロビを引っ張り上げます,4,1542,,
217,むこうからぴょこぴょこと,4,1568,32,
218,メリークリスマス,3,1768,,
219,もとのところへ帰してもらうように,4,1578,34,
220,ヤッホー,4,1455,35,
221,夢をみたと思っているみたい,4,1613,37,
222,よっこいしょ,4,1463,39,
223,旅行するとき役立つ英語を覚えよう,5,1678,41,
224,レストランで使える英語を覚えよう,5,1683,,
225,ロビが目を覚ますと,3,1619,43,
226,ロビグッツが欲しいなあ,4,1729,,
227,ロビクラブチェックした,4,1745,,
228,ロビとおなじたつまきに飛ばされてきたみたい,5,1576,,
229,ロビとキューボはその風に乗って,4,1602,,
230,ロビとキューボは,2,1577,,
231,ロビとキューボはいっしょうけんめい応援です,6,1594,,
232,ロビとキューボは風に乗って,4,1608,,
233,ロビの足は思うように動かなくなっていきます,5,1533,,
234,ロビのお留守番,3,1618,,
235,ロビの様子に驚いたロバーイズと周りのロボットとたちが,6,1541,,
236,ロビは家を飛び出しました,4,1509,,
237,ロビは思いました,2,1629,,
238,ロビは傘といっしょにに空へと舞いあがりました,6,1562,,
239,ロビは声を掛けました,3,1638,,
240,ロビはひろい野原にいました,4,1567,,
241,ロビは水が苦手だったのです,5,1534,,
242,ロビはみんなにいいところを見せようと思って,5,1527,,
243,ロビはむねをはって言いました,4,1590,,
244,ロビはようやく気付きました,3,1535,,
245,ロビはロボーイズについていくことにしました,5,1522,,
246,ロビもロボーイズもみんなも,4,1552,,
247,ロビライド降りるね,4,1483,,
248,ロビをあったかく守ってくれています,4,1505,,
249,ロビを金魚鉢の水から守ろうとして,5,1537,,
250,ロビを守ってくれる傘でした,4,1558,,
251,ロビバーック,3,1443,,
252,ロビーーーーィ,4,1446,,
253,ロボットだけの国には,3,1523,,
254,わたしは西の魔女のマリー,4,1583,44,
255,５個戻る,3,1444,49,
256,残念だねえ,3,1445,50,
257,十二時をお知らせします,4,1718,51,
258,ずんずん池に向かいました,3,1528,52,
259,ぜったいうまくできるようになるよ,4,1592,53,
260,全部聞きとれた？難しいね,6,1699,,
261,大丈夫？,3,1696,54,
262,大好きなおじいちゃん,3,1502,,
263,だから風のふく日には,3,1616,,
264,誰も叱らないし楽しい遊びもいっぱいあるんだって,6,1520,,
265,誰も見当たりません,3,1641,,
266,ダンスしたいなあ,4,1751,,
267,ダンスしてみて,3,1450,,
268,デアゴスティーニ,3,1716,55,
269,でいちばん長く言えた人が五個進めるよ,6,1447,,
270,でもある日ロビはおじいちゃんに怒鳴られました,6,1506,,
271,でも魔女の家についたロビはびっくり,5,1580,,
272,でもみんなあきらめません,4,1598,,
273,でもロビは夢なんかじゃないって,5,1614,,
274,どうしようわたしのせいで,4,1584,56,
275,どうやら西の魔女が,3,1571,,
276,Ｄｏ　ｙｏｕ　ｈａｖｅ　ａ　ｍｅｎｕ　Ｉｎ　Ｊａｐａｎｅｓｅ,4,1684,,
277,ドーン,2,1512,,
278,泥棒がそんなこと知ってるわけないだろ,4,1649,,
279,どんな味か答えてね,4,1705,,
280,パパとママは？,2,1625,57,
281,ぴかぴかに磨いてくれたのでした,5,1553,58,
282,ピクニック行きたいなあ,4,1752,,
283,ピッピッピッポー,6,1717,,
284,ビューン,3,1452,,
285,帽子を池に落としちゃったみたい,4,1526,59,
286,僕が体重を移動することによって操縦しているんだ,6,1458,,
287,ぼくがひろってきてあげる,3,1529,,
288,僕は新しいブーツが欲しいな,5,1698,,
289,僕はロボットだから嘘つけないけどねえ,6,1772,,
290,僕ロビだよ君はだぁれ？,4,1645,,
291,僕パ－ソナルモビリティー,8,1457,,
